epoch,train_loss,val_loss,lr,time,tr_R2,va_R2,tr_RMSE,va_RMSE,tr_MAE,va_MAE
1,0.43983596611980813,0.3816311229008664,0.001,14.708430528640747,0.05519193410873413,0.07124054431915283,0.9720124101552977,0.9424449208403369,0.7838480472564697,0.7606891393661499
2,0.4032304694049402,0.3861830527873737,0.001,17.23061728477478,0.07096707820892334,0.0661277174949646,0.9638635699079624,0.945035436712618,0.7808694839477539,0.7671091556549072
3,0.4014413017225355,0.38633361129512295,0.001,16.77890419960022,0.03258240222930908,0.047836124897003174,0.9835739206461992,0.9542456745492405,0.7903655767440796,0.7627755999565125
4,0.4047775701277674,0.38789330247955656,0.001,17.159619331359863,0.06330162286758423,0.06258320808410645,0.9678318225482465,0.9468272030289528,0.7834126353263855,0.769065260887146
5,0.40112107150298726,0.3793017335904894,0.001,17.16562843322754,0.07340270280838013,0.07504928112030029,0.9625992711384446,0.9405105255020646,0.7750021815299988,0.7532311677932739
6,0.39723320895594316,0.3823491426772916,0.001,17.25385570526123,0.06908965110778809,0.07191687822341919,0.9648369854523906,0.9421017558745637,0.7791503667831421,0.7611263394355774
7,0.3974362005995866,0.38380992201163344,0.001,17.20691704750061,0.09016567468643188,0.07507431507110596,0.9538523915775505,0.9404978187734487,0.7712613940238953,0.7625732421875
8,0.39758187399595996,0.38076456240042156,0.001,17.282819509506226,0.09187358617782593,0.07990658283233643,0.9529567007093338,0.9380377498769675,0.7696788311004639,0.7580442428588867
9,0.3957192955792362,0.38210976679446335,0.001,17.263083457946777,0.07094645500183105,0.06827163696289062,0.9638742680468307,0.9439500495638659,0.7732384204864502,0.7523097395896912
10,0.39600960146086217,0.38490935935587983,0.001,17.719393491744995,0.09296876192092896,0.07269543409347534,0.9523819074739481,0.9417064710379541,0.7702210545539856,0.764789879322052
11,0.3938614029369486,0.3854961350737917,0.001,17.12754201889038,0.08911937475204468,0.06770116090774536,0.9544006940759212,0.9442390147573329,0.770855188369751,0.764737069606781
12,0.39514291155510406,0.3839438527878619,0.001,17.227559089660645,0.08042550086975098,0.07076162099838257,0.9589445335052171,0.9426878756556717,0.7752650380134583,0.7641034722328186
13,0.39367463520616386,0.38168054779819627,0.001,17.238835096359253,0.10002630949020386,0.07917094230651855,0.9486694630451857,0.9384126988810271,0.7662054896354675,0.7591633200645447
14,0.3944194294788219,0.3857767135559652,0.001,17.24847435951233,0.09955626726150513,0.06792694330215454,0.948917168325634,0.9441246577448751,0.7657085061073303,0.7637901306152344
15,0.39789106433524773,0.3868206965983176,0.001,17.114762783050537,0.0994463562965393,0.07034826278686523,0.9489750804463232,0.9428975493217693,0.7677991986274719,0.7678089141845703
16,0.3968891471867582,0.3843696555362433,0.0001,17.12840700149536,0.08703303337097168,0.06542134284973145,0.9554930801600151,0.9453927943910366,0.7701119184494019,0.7614995837211609
17,0.3907295321789614,0.3838277995511562,0.0001,17.274005889892578,0.09798985719680786,0.0700836181640625,0.9497421768079151,0.9430317438128553,0.7663459181785583,0.7614529728889465
18,0.39009811327431987,0.3817737887508826,0.0001,17.2702579498291,0.09440171718597412,0.07202404737472534,0.9516293093524761,0.9420473124149751,0.7667933106422424,0.7575424313545227
19,0.3893457159484174,0.38400918961843455,0.0001,17.248838424682617,0.10275471210479736,0.07085233926773071,0.9472303875533619,0.9426418758733642,0.7644837498664856,0.7621973752975464
20,0.3889319544794869,0.38232193201574527,0.0001,17.116655349731445,0.10256272554397583,0.07408809661865234,0.9473316916796719,0.9409990815149055,0.7642514705657959,0.7595902681350708
