epoch,train_loss,val_loss,lr,time,tr_R2,va_R2,tr_RMSE,va_RMSE,tr_MAE,va_MAE
1,0.31188023462657727,0.27909731496375684,0.001,16.52522110939026,0.37798047065734863,0.3438015580177307,0.7886821850069241,0.7921765132947264,0.6089040637016296,0.6089645028114319
2,0.2770876012279489,0.27485930637151884,0.001,16.60088014602661,0.40085357427597046,0.37303435802459717,0.7740455318188164,0.7743302789417948,0.6173285841941833,0.6190757155418396
3,0.27451389370403123,0.26375117103820017,0.001,13.728179216384888,0.42132049798965454,0.3898618817329407,0.7607099063473475,0.7638682237392294,0.5953841805458069,0.5960639715194702
4,0.2698602577050527,0.2702205049789558,0.001,17.18668031692505,0.41873329877853394,0.3757365345954895,0.7624085262023969,0.7726597970046041,0.598719596862793,0.6068643927574158
5,0.2686840482687546,0.2631394020693899,0.001,17.55420708656311,0.4330354928970337,0.3944113254547119,0.752970455664076,0.7610150338842134,0.5919693112373352,0.5962622761726379
6,0.2721438828366999,0.26203286161380823,0.001,17.52627468109131,0.4330899119377136,0.3929813504219055,0.7529343581394936,0.7619130204738052,0.5870674252510071,0.5913436412811279
7,0.26555345298655736,0.2610334247182318,0.001,17.62278175354004,0.4334961175918579,0.39757657051086426,0.7526645614168286,0.7590236227633975,0.5910114049911499,0.5934874415397644
8,0.27216575604823123,0.2625898577773339,0.001,17.002086639404297,0.4337191581726074,0.39364469051361084,0.7525163795107966,0.7614966044134226,0.587777316570282,0.5914188623428345
9,0.2609414958160626,0.26264683725470206,0.001,17.24348282814026,0.42968958616256714,0.38567930459976196,0.7551890315954527,0.7664819709165457,0.5849934816360474,0.5891973972320557
10,0.2624029459178036,0.2742720154270165,0.001,17.160714387893677,0.4056012034416199,0.363176167011261,0.7709726302265082,0.7803941616581979,0.5975362658500671,0.6054071187973022
11,0.2615491121876412,0.2659664978340446,0.001,17.21432876586914,0.43362289667129517,0.38930684328079224,0.7525803365311571,0.7642156123797099,0.5946311950683594,0.6025062799453735
12,0.2613151483915919,0.2601213044178838,0.001,17.174274921417236,0.441131055355072,0.3986004590988159,0.7475754170982167,0.7583783190522407,0.5828569531440735,0.5898568034172058
13,0.25981815013396087,0.2641681871059475,0.001,17.21568775177002,0.44279855489730835,0.39108651876449585,0.746459272233048,0.7631012328474733,0.5843347311019897,0.5968000888824463
14,0.26532647524400843,0.2660480124708698,0.001,17.635191440582275,0.4350106120109558,0.38024526834487915,0.7516577995296058,0.7698644700851569,0.5797532200813293,0.5926178097724915
15,0.2614325888207029,0.2631726075812697,0.001,18.20547318458557,0.43392306566238403,0.389168381690979,0.7523808835571653,0.7643022204082238,0.5835944414138794,0.5935301780700684
16,0.26023706611379166,0.2652540974884907,0.001,17.527671098709106,0.44083577394485474,0.3880684971809387,0.7477728438871963,0.7649900177697043,0.5862975120544434,0.5979527831077576
17,0.2593206765512513,0.26102924056945176,0.001,17.72337555885315,0.4481555223464966,0.39984840154647827,0.7428623945645305,0.7575910578974415,0.5827895998954773,0.5941283106803894
18,0.257183879408085,0.2598124418106007,0.001,17.458189249038696,0.44704651832580566,0.4045848846435547,0.7436084596606195,0.7545956241765909,0.5863264799118042,0.5935038328170776
19,0.2577353699059136,0.270138836120257,0.001,14.454936027526855,0.4310855269432068,0.363489031791687,0.7542642326542058,0.7802024302919268,0.5841554999351501,0.5987159013748169
20,0.25617250390420976,0.2605843700220655,0.001,16.114468097686768,0.4471334218978882,0.3969796895980835,0.7435500236747737,0.7593995612297167,0.578486979007721,0.5905354022979736
21,0.25718271281460287,0.26562235376704657,0.001,16.653822898864746,0.4409624934196472,0.3834800720214844,0.7476881476825733,0.7678526952684427,0.583206295967102,0.597382128238678
22,0.25819050665180115,0.2599951071291694,0.001,16.882896423339844,0.4484105706214905,0.40507662296295166,0.7426906687030002,0.7542839882854638,0.5822329521179199,0.5921674370765686
23,0.25950273414939284,0.262341563413896,0.001,17.710513830184937,0.44995880126953125,0.3929014205932617,0.7416476645517827,0.7619631644128994,0.5773491263389587,0.5919922590255737
24,0.25884987285731353,0.2619109565704331,0.001,14.423892974853516,0.4461800456047058,0.39234310388565063,0.7441908050999382,0.7623134541184597,0.5789441466331482,0.590397298336029
25,0.2545436872151836,0.26344337788155,0.001,15.748526811599731,0.4503799080848694,0.39294564723968506,0.741363710684422,0.7619353939963208,0.5832576155662537,0.5967561602592468
26,0.2554540501513424,0.26238638179450385,0.001,16.380152225494385,0.45388084650039673,0.3966352939605713,0.7389987910032384,0.7596163566289699,0.5820303559303284,0.594815194606781
27,0.2549056811708365,0.26311347823957193,0.001,15.542787313461304,0.4515126943588257,0.3904852271080017,0.7405993284130219,0.7634779349700466,0.578947901725769,0.5920228362083435
28,0.2531400611396114,0.2670829744550019,0.001,17.516538619995117,0.4414856433868408,0.3770614266395569,0.7473382207660759,0.7718394560873431,0.5790049433708191,0.5935803651809692
29,0.2572349072700017,0.26301638601489286,0.0001,15.964188814163208,0.44410455226898193,0.3945772647857666,0.7455840042112376,0.7609107794172707,0.5850182771682739,0.595274806022644
30,0.24987128416248186,0.26049184325874336,0.0001,17.104400873184204,0.4608709216117859,0.39718329906463623,0.7342540966097596,0.7592713383378863,0.5713590979576111,0.5884899497032166
31,0.24675392203748564,0.2593652897392214,0.0001,16.678600072860718,0.4642648696899414,0.4008152484893799,0.731939334859593,0.7569805966842272,0.570563018321991,0.5881079435348511
32,0.24733644287988815,0.26098309890399246,0.0001,19.720528841018677,0.46326744556427,0.3944026231765747,0.7326203751195941,0.7610205164435838,0.5692976117134094,0.5883997678756714
33,0.2473098337463216,0.2608815273883877,0.0001,18.904236316680908,0.46522772312164307,0.39522218704223633,0.7312812977801372,0.7605053749772336,0.5685722827911377,0.5888891220092773
34,0.24712636013563818,0.261481354877175,0.0001,15.8549485206604,0.466156542301178,0.39306509494781494,0.7306459589318666,0.7618604088153513,0.5687906742095947,0.5901827812194824
35,0.24638218391038902,0.26084750378124383,0.0001,16.536421537399292,0.4664977192878723,0.39544808864593506,0.7304124453463073,0.7603633461290705,0.5693283081054688,0.590054988861084
36,0.24567761439163582,0.2607711462277103,0.0001,17.637069940567017,0.4674288034439087,0.39517849683761597,0.7297747982499369,0.760532844935214,0.5678355097770691,0.5891446471214294
37,0.24541437591274654,0.26301662368513995,0.0001,17.958821773529053,0.46636128425598145,0.38697510957717896,0.730505835259831,0.7656731493075797,0.5673820972442627,0.5907813310623169
38,0.24547773122562977,0.2631930946574148,0.0001,17.937634468078613,0.4659677743911743,0.38611817359924316,0.7307751262963665,0.7662081152217092,0.5666657090187073,0.5902886390686035
39,0.24503709831405418,0.26250988312360257,0.0001,15.621556758880615,0.4672292470932007,0.38863831758499146,0.7299115100554615,0.7646337437100923,0.566882848739624,0.5901498794555664
40,0.2456509709657548,0.26362092146616045,0.0001,18.062393188476562,0.46689271926879883,0.3854542374610901,0.7301420001176798,0.7666223608220649,0.5658696293830872,0.5906740427017212
41,0.24588065868979045,0.2616458412842113,0.0001,17.665474891662598,0.46934813261032104,0.3924589157104492,0.7284585966232561,0.762240812932517,0.5668877959251404,0.5907340049743652
42,0.2457773513432501,0.26326649883447467,1e-05,17.442274570465088,0.4689958095550537,0.38781511783599854,0.7287003842798432,0.7651484037576953,0.5666704177856445,0.5926308035850525
43,0.2442117138471681,0.2619605308535409,1e-05,18.050940990447998,0.47033917903900146,0.3912118077278137,0.7277780434759236,0.7630227298300721,0.5657818913459778,0.5902365446090698
44,0.2439533573273062,0.2614681337587652,1e-05,18.456525564193726,0.47031718492507935,0.39282023906707764,0.7277931537734917,0.7620140872514213,0.5659632086753845,0.5897111296653748
45,0.24449502600489065,0.2617500480884138,1e-05,15.747731924057007,0.4705921411514282,0.392029345035553,0.72760419106034,0.7625101917398689,0.5656931400299072,0.5900704860687256
46,0.24443284930557255,0.2618656013645021,1e-05,12.72603988647461,0.4704071283340454,0.3915541172027588,0.7277313183215043,0.7628081527642346,0.5656078457832336,0.5899234414100647
