epoch,train_loss,val_loss,lr,tr_R2,va_R2,tr_RMSE,va_RMSE,tr_MAE,va_MAE
13,0.15130474071830455,0.16408957537247262,0.001,0.7029048204421997,0.6435267329216003,0.5450644357894258,0.5838722708280395,0.4238453209400177,0.4540688097476959
14,0.15020021678831916,0.17795214280532878,0.001,0.6886581182479858,0.6089006662368774,0.5579801537238505,0.6115724361822991,0.43448200821876526,0.47337445616722107
15,0.14472009794411236,0.168053975184983,0.001,0.7130835056304932,0.6333324909210205,0.535645866566248,0.5921620919607137,0.414601594209671,0.4609050154685974
16,0.14660809628726248,0.1625038243956485,0.001,0.7223584651947021,0.646486759185791,0.5269169811298318,0.5814430541743308,0.4089502692222595,0.45145153999328613
17,0.1444613916725762,0.17294794027339866,0.001,0.6978126764297485,0.6233435869216919,0.5497157294228502,0.6001738087916751,0.42957013845443726,0.46838799118995667
18,0.14791082286340818,0.16932310105979032,0.001,0.7110863924026489,0.6309248805046082,0.5375068996785026,0.594103005526815,0.4184688329696655,0.46356648206710815
19,0.1468551989693875,0.17636032076990987,0.001,0.7016143798828125,0.6117557287216187,0.5462469036267686,0.6093360692817706,0.42111140489578247,0.4697893261909485
20,0.14359854623834367,0.16434221087539264,0.001,0.7273373603820801,0.6395515203475952,0.5221711112463445,0.5871187890796127,0.40381574630737305,0.45367804169654846
21,0.13888452783442112,0.16523290866587195,0.001,0.7283151745796204,0.6395987272262573,0.5212339450001119,0.5870802861340589,0.40291568636894226,0.45470815896987915
22,0.14161747602344832,0.16237917043881378,0.001,0.7283146381378174,0.6451964378356934,0.5212345167646013,0.582503236221361,0.4046804904937744,0.45001524686813354
23,0.1415146847827885,0.16810375998323995,0.001,0.7182375192642212,0.6339666247367859,0.5308130655307018,0.5916497831443016,0.4154176115989685,0.4636842608451843
24,0.13994415748890135,0.16967692929135877,0.001,0.7228808403015137,0.6309140920639038,0.5264210859174301,0.594111683759494,0.4130263328552246,0.46345484256744385
25,0.1393147674245948,0.16191825349227632,0.001,0.7257435321807861,0.6495945453643799,0.5236950141248377,0.5788816964197291,0.41303151845932007,0.45521068572998047
26,0.14102970849434984,0.1615703373268125,0.001,0.719525933265686,0.6454575657844543,0.529598079999313,0.5822888514724219,0.4136297106742859,0.4531072974205017
27,0.13741233634335098,0.16221241557085506,0.001,0.7337305545806885,0.6467007398605347,0.5160130572200997,0.5812670920535432,0.4031551778316498,0.4514941871166229
28,0.1376111567937123,0.16007282079781515,0.001,0.7411389350891113,0.6520828008651733,0.508783907873361,0.5768226439832009,0.3967280983924866,0.4469057619571686
29,0.13588930131389296,0.1653271735706048,0.001,0.7398251891136169,0.6400240659713745,0.5100733387331503,0.586733772908379,0.39953669905662537,0.45564693212509155
30,0.1337004231905234,0.16022416328156586,0.001,0.744598388671875,0.6503005027770996,0.5053727154544482,0.5782982077040942,0.3960743248462677,0.44759976863861084
31,0.13105832502404924,0.16260858651832896,0.001,0.7464978694915771,0.6469488739967346,0.5034899211564224,0.5810629194942739,0.3945746123790741,0.45178934931755066
32,0.13233770757015592,0.16404069082698056,0.001,0.7505797147750854,0.6429530382156372,0.4994200084393489,0.5843419284948231,0.3879520893096924,0.45020028948783875
33,0.1355009274200606,0.16365613519434502,0.001,0.7424629330635071,0.6416193246841431,0.5074811294411008,0.5854322416693095,0.399557501077652,0.45128872990608215
34,0.14317027911104202,0.16922635611728984,0.001,0.7242133617401123,0.625271201133728,0.5251539186370865,0.5986360982334888,0.4058483839035034,0.4561810791492462
35,0.13872400507078333,0.16810640224067955,0.001,0.7308962345123291,0.6276099681854248,0.5187521233572648,0.5967650407095064,0.40332484245300293,0.456398069858551
36,0.13240113252000996,0.16262235934451474,0.001,0.7500216960906982,0.6453866362571716,0.4999783183403686,0.5823470929221048,0.3919714391231537,0.45294928550720215
37,0.13118483016719926,0.16631662344229123,0.001,0.7446914911270142,0.6368544101715088,0.5052806238843776,0.5893112962503951,0.3980812430381775,0.45865166187286377
38,0.13225141775660446,0.1683367796368518,0.001,0.7506580352783203,0.6277443170547485,0.4993415460612514,0.5966573608017277,0.38682541251182556,0.45467138290405273
39,0.12806807253544839,0.1654662500087076,0.0001,0.7559086680412292,0.634306013584137,0.49405600083266954,0.5913754212017732,0.38613682985305786,0.4540533721446991
40,0.11877119417693431,0.16112932178372494,0.0001,0.7702329158782959,0.6464477777481079,0.47934029031996306,0.5814751394128586,0.3735109865665436,0.44768640398979187
41,0.11622863436411254,0.16118172173109432,0.0001,0.773995041847229,0.6469270586967468,0.47539977203571504,0.5810808704792135,0.37208589911460876,0.44788387417793274
42,0.1148820896934056,0.1612889722447985,0.0001,0.7748491168022156,0.6474580764770508,0.47450068292779685,0.5806437602056157,0.37183165550231934,0.44858691096305847
43,0.11484306119031601,0.16040640627896344,0.0001,0.7779245376586914,0.649177610874176,0.47124884853171767,0.5792259610192605,0.36902689933776855,0.44692760705947876
